시장명,시장유형,소재지도로명주소,시장개설주기,소재지지번주소,점포수,사용가능상품권,공중화장실 보유여부,주차장 보유여부,개설년도,데이터기준일자
동부시장,상설,충청남도 보령시 대천동 618-64,상설,충남 보령시 대천동 618-64번지,71,온누리상품권,Y,Y,2002,2015-12-31
현대시장(현대상가시장),상설+정기,충청남도 보령시 대흥로 16,5일,충남 보령시 대천동 618-69번지,53,온누리상품권,Y,N,2009,2015-12-31
보령한내시장,상설+정기,충청남도 보령시 상설시장길 8,5일,충남 보령시 대천동 197-1번지 일대,201,온누리상품권,Y,N,1950,2015-12-31
웅천시장,상설+정기,충청남도 보령시 웅천읍 장터4길 24,5일,충남 보령시 웅천읍 대창리 432-1번지 일대,98,온누리상품권,Y,N,1928,2015-12-31
중앙시장,상설+정기,충청남도 보령시 중앙시장 1길 5,5일,충남 보령시 대천동 331-7번지 일대,120,온누리상품권,Y,Y,1926,2015-12-31
부여중앙시장,상설,충청남도 부여군 구아리164-1,상설,충남 부여군 부여읍 구아리 164-1번지,76,온누리상품권,Y,Y,2006,2015-12-31
부여5일시장,상설+정기,충청남도 부여군 부여읍 성왕로 173-12,5일,충남 부여군 부여읍 구아리 420번지,79,온누리상품권,Y,Y,2010,2015-12-31
홍산시장,정기,충청남도 부여군 홍산면 시장로 45-6,5일,충남 부여군 부여읍 남촌리 134-2번지,99,,Y,N,2008,2015-12-31
대산종합시장,상설,충청남도 서산시 대산읍 충의로 1942,상설,충남 서산시 대산읍 대산리 119번지,45,온누리상품권,Y,Y,2012,2015-12-31
서산동부전통시장(동부시장),상설,충청남도 서산시 시장5로 15,상설,충남 서산시 동문동 900번지,323,온누리상품권,Y,Y,1958,2015-12-31
해미종합시장,상설,충청남도 서산시 해미면 읍내리,상설,충남 서산시 해미면 읍내리 184-1번지,54,온누리상품권,Y,Y,1997,2015-12-31
해미시장,상설+정기,충청남도 서산시 해미면 읍성마을4길 17-2,5일,충남 서산시 해미면 읍내리 202번지,70,,Y,N,1975,2015-12-31
서천특화시장,상설+정기,충청남도 서천군 서천읍 충절로42,5일,충남 서천군 서천읍 군사리 686-1,287,온누리상품권,Y,Y,2005,2015-12-31
장항전통시장,상설+정기,충청남도 서천군 장항읍 성화로 104,5일,충남 서천군 장항읍 신창리 110번지 일원,128,온누리상품권,Y,Y,2010,2015-12-31
둔포전통시장(둔포시장),상설+정기,충청남도 아산시 둔포면 둔포면로 25번길 15,5일,충남 아산시 둔포면 450-1번지,137,온누리상품권,Y,Y,2009,2015-12-31
온양온천시장(온양전통시장),상설,충청남도 아산시 시장길29,상설,충남 아산시 온천동 94-6번지,480,온누리상품권,Y,Y,2009,2015-12-31
고덕시장,정기,충청남도 예산군 고덕면 대천리 783-3,5일,충남 예산군 고덕면 대천리 783-3,40,,Y,Y,2007,2015-12-31
광시시장,정기,충청남도 예산군 광시면 예당로 165-22,5일,충남 예산군 광시면 광시리 87-1,16,,Y,Y,,2015-12-31
덕산시장,정기,충청남도 예산군 덕산면 읍내길 13,5일,충남 예산군 덕산면 읍내리 356-1,42,온누리상품권,Y,Y,2013,2015-12-31
삽교시장,정기,충청남도 예산군 삽교읍 두리 568-37,5일,충남 예산군 삽교읍 두리 568-37,10,온누리상품권,Y,Y,,2015-12-31
역전시장,상설+정기,충청남도 예산군 예산읍 역전로 84,5일,충남 예산군 예산읍 주교리 220-3,29,온누리상품권,Y,Y,2007,2015-12-31
예산상설시장,상설+정기,충청남도 예산군 예산읍 예산리 333-1,5일,충남 예산군 예산읍 예산리 333-1번지,114,온누리상품권,Y,Y,2007,2015-12-31
예산시장,정기,충청남도 예산군 예산읍 예산리 346-13,5일,충남 예산군 예산읍 예산리 346-13,0,온누리상품권,Y,Y,2007,2015-12-31
천안공설시장,상설+정기,충청남도 천안시 동남구 대흥동 60-5,5일,충남 천안시 대흥동 63-3번지,113,온누리상품권,Y,Y,2006,2015-12-31
중앙시장,상설,충청남도 천안시 동남구 대흥로 57,상설,충남 천안시 사직동 6-3,85,온누리상품권,Y,Y,2013,2015-12-31
병천시장,상설+정기,충청남도 천안시 동남구 병천면 병천리 163-2,5일,충남 천안시 병천면 병천리 163-2번지,164,,Y,Y,1918,2015-12-31
남산중앙시장,상설+정기,충청남도 천안시 동남구 사직동 263,5일,충남 천안시 사직동 202-15,213,온누리상품권,Y,Y,1920,2015-12-31
천일시장,상설,충청남도 천안시 동남구 큰시장길 29,상설,충남 천안시 사직동 33,79,온누리상품권,Y,N,1973,2015-12-31
성정5단지시장,상설,충청남도 천안시 서북구 성정로 78원,상설,충남 천안시 성정동 727-1번지,56,온누리상품권,Y,Y,2007,2015-12-31
성환이화시장,상설+정기,충청남도 천안시 서북구 성환읍 성환3리 449-135,5일,충남 천안시 성환읍 성환리 449-135번지,60,온누리상품권,Y,N,2013,2015-12-31
정산시장,상설+정기,충청남도 청양군 정산면 정현길 54,5일,충남 청양군 정산면 서정리 163번지,50,온누리상품권,Y,Y,2006,2015-12-31
청양전통시장,상설+정기,충청남도 청양군 청양읍 읍내리,5일,충남 청양군 청양읍 읍내리 196-4번지,150,온누리상품권,Y,Y,1971,2015-12-31
"안면도수산시장(구,안면도장터)",상설,충청남도 태안군 안면읍 장터로,상설,충남 태안군 안면읍 승언리 1249번지,35,온누리상품권,Y,Y,2006,2015-12-31
태안서부재래시장,상설,충청남도 태안군 태안읍 시장2길 32-7,상설,충남 태안군 태안읍 남문리 170-3번지,169,온누리상품권,Y,N,2009,2015-12-31
태안특산물전통시장 ,상설+정기,충청남도 태안군 태안읍 시장4길 18,5일,충남 태안군 태안읍 동문리 286번지,105,온누리상품권,Y,Y,2013,2015-12-31
갈산정기시장,상설+정기,충청남도 홍성군 갈산면 상촌리 174,5일,충남 홍성군 갈산면 상촌리 174,45,온누리상품권,Y,Y,,2015-12-31
광천전통시장,상설+정기,충청남도 홍성군 광천읍 광천리 230번길,5일,충남 홍성군 광천읍 광천리 230번지,186,온누리상품권,Y,Y,1999,2015-12-31
홍성상설시장,상설,충청남도 홍성군 홍성읍 아문길 60,상설,충남 홍성군 홍성읍 오관리 397번지,91,온누리상품권,Y,N,2012,2015-12-31
홍성전통시장,상설+정기,충청남도 홍성군 홍성읍 홍성천길 242,5일,충남 홍성군 홍성읍 대교리 400-1,237,온누리상품권,Y,Y,2011,2015-12-31
괴산전통시장,상설+정기,충청북도 괴산군 괴산읍 읍내로 15길 8-8,5일,충북 괴산군 괴산읍 동부리 516번지,407,온누리상품권,Y,Y,2006,2015-12-31
목도재래시장,상설+정기,충청북도 괴산군 불정면 목도로 23,5일,충북 괴산군 불정면 목도리 296번지,63,온누리상품권,Y,Y,2004,2015-12-31
연풍전통시장,상설+정기,충청북도 괴산군 연풍면 향교로24-1,5일,"충북 괴산군 연풍면 삼풍, 행촌리 623-1번지",68,,Y,N,2005,2015-12-31
청천전통시장,상설+정기,충청북도 괴산군 청천면 청천2길 10,5일,충북 괴산군 청천면 청천리 62-43,98,온누리상품권,Y,Y,2006,2015-12-31
단양구경시장(단양인정시장),상설+정기,충청북도 단양군 단양읍 도건리 615,5일,충북 단양군 단양읍 도전리 615,111,온누리상품권,Y,Y,2006,2015-12-31
상진전통시장(상진재래시장),상설,충청북도 단양군 단양읍 상진 14길 8,상설,충북 단양군 상진리 805,39,,N,Y,1980,2015-12-31
매포전통시장(매포재래시장),상설+정기,충청북도 단양군 매포읍 평동리 1139,5일,충북 단양군 매포읍 평동리 1139,61,온누리상품권,Y,N,1992,2015-12-31
영춘전통시장(영춘재래시장),상설+정기,충청북도 단양군 영춘면 상리 409,5일,충북 단양군 영춘면 상리 409,51,,Y,N,1964,2015-12-31
마로관기시장(관기재래시장),상설+정기,충청북도 보은군 마도면 관기송현로 103,5일,충북 보은군 마로면 관기리293일대,65,온누리상품권,Y,N,2005,2015-12-31
보은전통시장,상설+정기,충청북도 보은군 보은읍 삼산로 17-16,5일,충북 보은군 보은읍 삼산리 137번지,37,온누리상품권,Y,Y,2013,2015-12-31
보은종합시장,상설+정기,충청북도 보은군 보은읍 삼산로 3길 6,5일,충북 보은군 보은읍 삼산리 135번지,35,온누리상품권,Y,Y,2009,2015-12-31
삼승원남시장(원남재래시장),상설+정기,충청북도 보은군 상승면 원남로 1길 15-18,5일,충북 보은군 삼승면 원남리 181-1번지,84,온누리상품권,Y,Y,2005,2015-12-31
회인재래시장,상설+정기,충청북도 보은군 회인면 회인로 34,5일,충북 보은군 회인면 중앙리59-15,25,온누리상품권,Y,N,1960,2015-12-31
영동전통시장(영동전통시장),상설+정기,충청북도 영동군 영동읍 영동시장 2길 10-1,5일,충북 영동군 영동읍 계산리 694-13,175,온누리상품권,Y,Y,1953,2015-12-31
영동중앙시장,상설+정기,충청북도 영동군 영동읍 중앙로21,5일,충북 영동군 영동읍 계산리 693-27번지,66,온누리상품권,Y,N,1976,2015-12-31
옥천상가,상설,충청북도 옥천군 옥천읍 삼금로 45,상설,충북 옥천군 옥천읍 금구리5-7번지,46,온누리상품권,Y,N,2005,2015-12-31
옥천공설시장,상설+정기,충청북도 옥천군 옥천읍 상금로 5길 5-68,5일,충북 옥천군 옥천읍 금구리 5-68,29,온누리상품권,Y,Y,2013,2015-12-31
감곡전통시장,상설+정기,충청북도 음성군 감곡면 장감로 132번길 22,5일,충북 음성군 감곡면 왕장리 525-8번지,76,온누리상품권,Y,Y,2010,2015-12-31
무극시장,상설+정기,충청북도 음성군 금왕읍 무극로 308번길 12-12,5일,충북 음성군 금왕읍 무극리 77-17번지,63,온누리상품권,Y,Y,2007,2015-12-31
대소시장,상설+정기,충청북도 음성군 대소면 오태로 104,5일,충북 음성군 대소면 오산리 127-6번지,121,온누리상품권,Y,N,1964,2015-12-31
삼성시장,상설+정기,충청북도 음성군 삼성면 대성로 615,5일,충북 음성군 삼성면 덕정리 525번지,128,온누리상품권,Y,Y,1960,2015-12-31
음성시장,상설+정기,충청북도 음성군 읍 시장로 117번길 6,5일,충북 음성군 음성읍 시장로 117번길 6,181,온누리상품권,Y,N,2012,2015-12-31
제천역전한마음시장(구제천역전시장),상설+정기,충청북도 제천시 내토로 28길 12,5일,충북 제천시 화산동 207-3,201,온누리상품권,Y,N,1960,2015-12-31
덕산면전통시장,상설+정기,충청북도 제천시 덕산면 도기리 442-4,5일,충북 제천시 덕산면 도전리 443-6,54,온누리상품권,Y,N,2013,2015-12-31
박달재전통시장,상설+정기,충청북도 제천시 백운면 평동로 2길 13,5일,충북 제천시 백운면 평동리 215-3,52,온누리상품권,N,N,2012,2015-12-31
제천약초시장,상설,충청북도 제천시 원화산로 121,상설,충북 제천시 화산동 987번지,59,온누리상품권,Y,Y,2010,2015-12-31
내토재래시장,상설,충청북도 제천시 중앙로 1가 32,상설,충북 제천시 중앙로1가 32 ,60,온누리상품권,Y,Y,2007,2015-12-31
동문시장,상설,충청북도 제천시 중앙로 2가 117-1,상설,충북 제천시 중앙로2가 113-8,56,온누리상품권,N,N,2013,2015-12-31
제천중앙시장,상설,충청북도 제천시 중앙로1가 77,상설,충북 제천시 중앙로1가 77,695,온누리상품권,Y,Y,2005,2015-12-31
증평장뜰재래시장,상설+정기,충청북도 증평군 증평읍 장뜰로 58-1,5일,충북 증평군 증평읍 장뜰로 일원,96,온누리상품권,Y,Y,1995,2015-12-31
"진천전통시장 (구,진천재래시장)",상설+정기,충청북도 진천군 진천읍 원덕로 390,5일,충북 진천군 진천읍 읍내리 120-4번지,60,온누리상품권,Y,Y,1976,2015-12-31
진천중앙시장,상설,충청북도 진천군 진천읍 중앙서로 29-1,상설,충북 진천군 진천읍 305-10 일원,72,온누리상품권,Y,Y,2005,2015-12-31
내수전통시장,상설+정기,충청북도 청원군 내수읍 내수로 725-1,5일,충북 청원군 내수읍 마산리,76,온누리상품권,N,Y,2007,2015-12-31
서문시장,상설,충청북도 청주시 상당구 근장로 26길 45,상설,충북 청주시 서문동 148-22,78,온누리상품권,Y,N,2005,2015-12-31
중앙시장,상설,충청북도 청주시 상당구 북문로 2가 94,상설,충북 청주시 북문로2가 96,84,온누리상품권,Y,N,1980,2015-12-31
육거리종합시장,상설+정기,충청북도 청주시 상당구 청남로 2197번길 42,5일,충북 청주시 석교동 60-4,802,온누리상품권,Y,Y,1970,2015-12-31
북부시장,상설,충청북도 청주시 상당구 향군로 31번가길 11,상설,충북 청주시 우암동 346-61,154,온누리상품권,Y,Y,1970,2015-12-31
원마루시장,상설,충청북도 청주시 서원구 분평동 1341,상설,충북 청주시 분평동 1315,118,온누리상품권,N,N,1998,2015-12-31
사직시장,상설,충청북도 청주시 서원구 사직대로 265번길 7,상설,충북 청주시 사직동 265-19,60,온누리상품권,Y,Y,2010,2015-12-31
사창시장,상설,충청북도 청주시 서원구 사칭동 2862-2,상설,충북 청주시 사창동 286-22,108,온누리상품권,Y,Y,2005,2015-12-31
청주두꺼비시장(구수곡시장),상설,충청북도 청주시 서원구 수곡로 58번길 7-2,상설,충북 청주시 수곡동 862,66,온누리상품권,N,N,2002,2015-12-31
내덕자연시장,상설,충청북도 청주시 청원구 공항로 58번길 14,상설,충북 청주시 내덕동 398-4,52,온누리상품권,N,N,2005,2015-12-31
오창전통시장,상설+정기,충청북도 청주시 청원구 오창읍 팔결로 715,5일,충북 청원군 오창읍 장대리294,76,온누리상품권,Y,N,2013,2015-12-31
가경터미널시장,상설,충청북도 청주시 흥덕구 가경동 1296,상설,충북 청주시 가경동 1265,78,온누리상품권,Y,Y,1994,2015-12-31
복대가경시장,상설,충청북도 청주시 흥덕구 신율로 139번길 59-1,상설,충북 청주시 복대동 1067,73,온누리상품권,Y,Y,1985,2015-12-31
복대시장,상설,충청북도 청주시 흥덕구 월명로 13번길 77,상설,충북 청주시 복대동 630-6,104,온누리상품권,Y,N,2005,2015-12-31
직지시장,상설,충청북도 청주시 흥덕구 직지대로 639번길 88,상설,충북 청주시 봉명동 467-2,63,온누리상품권,Y,Y,2011,2015-12-31
관아골상가,상설,충청북도 충주시 관아1길 7,상설,충북 충주시 성내동 379,122,온누리상품권,N,Y,2012,2015-12-31
연수종합상가,상설,충청북도 충주시 금곡로 31,상설,충북 충주시 연수동 547-6번지,63,온누리상품권,Y,N,2012,2015-12-31
"농산물종합시장(구,중앙청과시장)",상설,충청북도 충주시 목행산단 7로 24,상설,충북 충주시 목행동 526-29,346,온누리상품권,Y,Y,2010,2015-12-31
무학시장,상설,충청북도 충주시 무학1길 15,상설,충북 충주시 봉방동 8-52,183,온누리상품권,Y,Y,2005,2015-12-31
연수상가,상설,충청북도 충주시 번영대로 125,상설,충북 충주시 연수동 924,157,온누리상품권,N,Y,2013,2015-12-31
현대타운상가,상설,충청북도 충주시 성서1길 50,상설,충북 충주시 성서동 163,186,온누리상품권,Y,N,,2015-12-31
성서시장,상설,충청북도 충주시 성서7길 29,상설,충북 충주시 성서동 1-152,83,온누리상품권,Y,N,2011,2015-12-31
엄정내창시장,상설+정기,충청북도 충주시 엄정면 내창로 191-1,5일,충북 충주시 엄정면 미내리 159-15,98,온누리상품권,N,N,2013,2015-12-31
중앙공설시장,상설,충청북도 충주시 예성로 168,상설,충북 충주시 성서동 306,65,온누리상품권,Y,Y,2005,2015-12-31
남부시장,상설,충청북도 충주시 지곡10길 38-1,상설,충북 충주시 지현동 1431,61,온누리상품권,Y,Y,2005,2015-12-31
충주자유시장,상설+정기,충청북도 충주시 충인6길 16,5일,충북 충주시 충인동 325,274,온누리상품권,Y,Y,2005,2015-12-31
목행시장,상설+정기,충청북도 충주시 행정9길 35,5일,충북 충주시 목행동 676-44 ,92,온누리상품권,Y,Y,2013,2015-12-31
