시장명,시장유형,소재지도로명주소,시장개설주기,소재지지번주소,점포수,사용가능상품권,공중화장실 보유여부,주차장 보유여부,개설년도,데이터기준일자
구미중앙시장,상설,경상북도 구미시 원평동 117-20,상설,경북 구미시 원평동 117-20 ,317,온누리상품권,Y,Y,1973,2015-12-31
종합제일시장,상설,경상북도 구미시 원평동 118-31,상설,경북 구미시 원평동 118-31 ,66,온누리상품권,Y,N,2009,2015-12-31
현대유통쇼핑센타,상설,경상북도 구미시 원평동 119-2,상설,경북 구미시 원평동 119-2 ,122,온누리상품권,Y,Y,1986,2015-12-31
구미종합상가,상설,경상북도 구미시 월평동 119-15,상설,경북 구미시 원평동 119-15,85,온누리상품권,Y,N,2009,2015-12-31
구미산업유통단지,상설,경상북도 구미시 임수동 92-9,상설,경북 구미시 임수동 92-9 ,507,온누리상품권,Y,Y,2005,2015-12-31
장천시장,상설+정기,경상북도 구미시 장천면 상장4길 14-3,5일,경북 구미시 장천면 상장리 919-24,89,온누리상품권,Y,N,1959,2015-12-31
신평전통시장,상설,경상북도 구미시 칠성로 6길 48,상설,경북 구미시 신평동 150-4,76,온누리상품권,Y,N,1978,2015-12-31
해평공설시장,정기,경상북도 구미시 해평면 낙성리 149-4,5일,경북 구미시 해평면 낙성리 149-4,71,온누리상품권,Y,N,1959,2015-12-31
형곡시장프라자,상설,경상북도 구미시 형곡동 147-1,상설,경북 구미시 형곡동 147-1,85,온누리상품권,Y,Y,1992,2015-12-31
형곡중앙시장,상설,경상북도 구미시 형곡동 321,상설,경북 구미시 형곡동 321,83,온누리상품권,Y,Y,2008,2015-12-31
인동시장,상설+정기,경상북도 구미시 황상동 307-42,5일,경북 구미시 황상동 307-42,64,온누리상품권,Y,Y,1988,2015-12-31
군위전통시장,상설+정기,경상북도 군위군 서부리 군위읍 중앙5길 12-8,5일,경북 군위군 군위읍 서부리16-5,53,온누리상품권,Y,Y,2012,2015-12-31
소보시장,상설+정기,경상북도 군위군 소보면 송원32길 34,5일,경북 군위군 소보면 송원리722,9,,Y,N,,2015-12-31
우보시장,정기,경상북도 군위군 우보면 이화3길 6-15,5일,경북 군위군 우보면 이화리1282,18,,Y,N,,2015-12-31
의흥시장,정기,경상북도 군위군 의흥면 읍내5길 7,5일,경북 군위군 의흥면 읍내리594-1,15,,Y,Y,,2015-12-31
평화시장,상설+정기,경상북도 김천시 평화동 334-6,5일,경북 김천시 평화동 259-1,138,온누리상품권,Y,Y,1978,2015-12-31
황금시장,상설+정기,경상북도 김천시 황금동31-1,5일,경북 김천시 황금동 황금동 19-7,207,온누리상품권,Y,Y,2005,2015-12-31
가은아자개시장,상설+정기,경상북도 문경시 가은읍 가은5길 7,5일,경북 문경시 가은읍 왕능리 275-26,105,온누리상품권,Y,Y,2005,2015-12-31
문경시장,정기,경상북도 문경시 문경읍 문희로 41-15,5일,경북 문경시 문경읍 하리 88-2,42,온누리상품권,Y,Y,2005,2015-12-31
신흥시장,상설+정기,경상북도 문경시 신흥시장길 19,5일,경북 문경시 흥덕동 794-1,77,온누리상품권,Y,Y,2005,2015-12-31
(유)중앙시장,상설,경상북도 문경시 중앙로 87,상설,경북 문경시 점촌동 197-14,38,온누리상품권,Y,Y,1999,2015-12-31
중앙시장,상설,경상북도 문경시 중앙시장1길 12,상설,경북 문경시 점촌동 159-2,96,온누리상품권,Y,Y,2005,2015-12-31
봉화상설시장,상설+정기,경상북도 봉화군 봉화읍 신시장 1길 4,5일,경북 봉화군 봉화읍 내성리 394-1,136,온누리상품권,Y,Y,2012,2015-12-31
춘양시장,상설+정기,경상북도 봉화군 춘양면 의양로 2길 18,5일,경북 봉화군 춘양면 의양리 361-18,128,온누리상품권,Y,N,2005,2015-12-31
공성시장,정기,경상북도 상주시 공성면 옥산4길 14,5일,경북 상주시 공성면 옥산리 177-1,10,,Y,Y,2000,2015-12-31
은척시장,정기,경상북도 상주시 은척 면 봉중 1길 16-4,5일,경북 상주시 은척면 봉중리383-2,23,온누리상품권,Y,Y,2009,2015-12-31
상주중앙시장,상설+정기,경상북도 상주시 중앙시장 길 15,5일,경북 상주시 남성동 85-10,161,온누리상품권,Y,Y,2005,2015-12-31
풍물시장,상설+정기,경상북도 상주시 풍물시장길 16,5일,경북 상주시 남성동 113-28 ,64,온누리상품권,N,Y,2013,2015-12-31
함창시장,정기,경상북도 상주시 함창읍 합창 시장 1길 45-14,5일,경북 상주시 함창읍 구향리 122,49,온누리상품권,Y,Y,2014,2015-12-31
화령시장,정기,경상북도 상주시 화서면 화령남 6길 20,5일,경북 상주시 화서면 신봉리 128-7,51,온누리상품권,Y,Y,2009,2015-12-31
벽진시장,정기,경상북도 성주군 벽진면 수촌길 12,5일,경북 성주군 벽진면 수촌리810-1 ,0,,Y,Y,,2015-12-31
성주시장,상설+정기,경상북도 성주군 성주읍 시장길 27-10,5일,경북 성주군 성주읍 경산리 718 ,38,온누리상품권,Y,Y,2011,2015-12-31
용상공설시장,상설,경상북도 안동시 경동로 862,상설,경북 안동시 용상동 1242 ,52,온누리상품권,Y,Y,2007,2015-12-31
온혜공설시장,상설+정기,경상북도 안동시 도산면 퇴계로 2616,5일,경북 안동시 도산면 온혜리566-1 ,20,,Y,Y,2013,2015-12-31
안동구시장,상설,경상북도 안동시 번영길 30,상설,경북 안동시 서부동 184-4 ,305,온누리상품권,Y,Y,2008,2015-12-31
안동서부시장,상설+정기,경상북도 안동시 서부 시장길 22,5일,경북 안동시 태화동 62-1 ,163,온누리상품권,Y,N,1980,2015-12-31
정산공설시장,정기,경상북도 안동시 예안면 정산2길 17,5일,경북 안동시 예안면 정산리629-21 ,52,,Y,N,,2015-12-31
운산공설시장,정기,경상북도 안동시 일직면 중앙동길 21-3,5일,경북 안동시 일직면 운산리76-1 ,0,,Y,Y,,2015-12-31
중앙신시장,상설+정기,경상북도 안동시 중앙시장길 56,5일,경북 안동시 옥야동 285-1 ,312,온누리상품권,Y,Y,2005,2015-12-31
풍산공설시장,정기,경상북도 안동시 풍산면읍 하리들길7-1,5일,경북 안동시 풍산읍 안교리 59-5 ,59,온누리상품권,Y,Y,2006,2015-12-31
구담공설시장,상설+정기,경상북도 안동시 풍천면 섬마길 7-7,5일,경북 안동시 풍천면 구담리494 ,86,,Y,Y,2009,2015-12-31
강구시장,상설+정기,경상북도 영덕군 강구면 강구시장1길 8-2,5일,경북 영덕군 강구면 오포리 534-2 ,89,온누리상품권,Y,Y,1995,2015-12-31
남정시장,정기,경상북도 영덕군 남정면 장사리 356,5일,경북 영덕군 남정면 장사리365,20,,Y,Y,,2015-12-31
영덕시장,상설+정기,경상북도 영덕군 영덕읍 남석리 26-50,5일,경북 영덕군 영덕읍 남석리 23-1,62,온누리상품권,Y,Y,2013,2015-12-31
영해시장,상설+정기,경상북도 영덕군 영해면 성내리 468-1,5일,경북 영덕군 영해면 성내리468-1,143,온누리상품권,Y,Y,2007,2015-12-31
영양시장,상설+정기,경상북도 영양군 영양읍 시장 5길 4,5일,경북 영양군 영양읍 서부리 288-3,69,온누리상품권,Y,Y,2005,2015-12-31
선비골전통시장,상설,경상북도 영주시 구성로 360번길,상설,경북 영주시 영주동 318-7,100,,Y,N,2009,2015-12-31
영주공설시장,상설+정기,경상북도 영주시 번영로 123-8,5일,경북 영주시 하망동 362-4,93,온누리상품권,Y,Y,1965,2015-12-31
후생시장,상설,경상북도 영주시 번영로 173번길 30,상설,경북 영주시 영주동 334-9,64,,N,Y,2012,2015-12-31
영주종합시장,상설,경상북도 영주시 선비로 79번길 40-12,상설,경북 영주시 휴천동 305,61,온누리상품권,Y,Y,2006,2015-12-31
신영주번개시장,상설,경상북도 영주시 선비로 79번길 5,상설,경북 영주시 휴천2동 도로가변,53,온누리상품권,Y,Y,2013,2015-12-31
골목시장,상설,경상북도 영주시 영주로 192번길 46,상설,경북 영주시 영주동 548-8,84,온누리상품권,Y,Y,2006,2015-12-31
영주중앙시장,상설,경상북도 영주시 영주로 192번지 10-1,상설,경북 영주시 영주동 547,69,온누리상품권,Y,Y,1982,2015-12-31
영주소백쇼핑몰,상설,경상북도 영주시 중앙로 80번길 33-12,상설,경북 영주시 하망동 364-30,98,온누리상품권,Y,N,2005,2015-12-31
영주문화시장,상설,경상북도 영주시 중앙로 83번길 32,상설,경북 영주시 영주동 376-1,208,온누리상품권,N,N,2010,2015-12-31
풍기중앙시장,상설,경상북도 영주시 풍기읍 동성로 73,상설,경북 영주시 풍기읍 성내리1-4,57,,N,Y,,2015-12-31
풍기토종인삼시장,상설,경상북도 영주시 풍기읍 인삼로 40,상설,경북 영주시 풍기읍 성내리148,57,온누리상품권,Y,Y,2008,2015-12-31
풍기인삼시장,상설,경상북도 영주시 풍기읍 인삼로 8,상설,경북 영주시 풍기읍 서부리145-3,52,온누리상품권,Y,Y,2003,2015-12-31
금호공설시장,상설+정기,경상북도 영천시 금호읍 금호로 101,5일,경북 영천시 금호읍 교대리167-35,42,온누리상품권,Y,Y,2014,2015-12-31
영천공설시장,상설+정기,경상북도 영천시 시장4길 52,5일,경북 영천시 완산동 982-3,338,온누리상품권,Y,Y,2000,2015-12-31
신녕공설시장,상설+정기,경상북도 영천시 신녕면 본관시장길3,5일,경북 영천시 신녕면 화성리866-1,73,온누리상품권,Y,Y,2013,2015-12-31
예천맛고을시장,상설,경상북도 예천군 예천읍 맛고을길 19,상설,경북 예천군 예천읍 남본리 222-66 ,114,,N,Y,2014,2015-12-31
예천시장,상설+정기,경상북도 예천군 예천읍 시간로 50,5일,경북 예천군 예천읍 남본리245-30,38,온누리상품권,Y,Y,,2015-12-31
예천상설시장,상설+정기,경상북도 예천군 예천읍 시장로 109,5일,경북 예천군 예천읍 동본리553,108,온누리상품권,Y,Y,2011,2015-12-31
예천중앙시장,상설+정기,경상북도 예천군 예천읍 시장로 109,5일,경북 예천군 예천읍 동본리 533,73,온누리상품권,N,N,2011,2015-12-31
용궁시장,정기,경상북도 예천군 용궁면 읍부리 160,5일,경북 예천군 용궁면 읍부리 160,141,온누리상품권,Y,N,2000,2015-12-31
풍양시장,정기,경상북도 예천군 풍양면 낙산2길 37-13,5일,경북 예천군 풍양면 낙상리 157-7,13,,Y,Y,,2015-12-31
척산시장,상설+정기,경상북도 울진군 기성면 척산길 46,5일,경북 울진군 기성면 척산리211-6,28,,Y,Y,2014,2015-12-31
흥부시장,상설+정기,경상북도 울진군 북면 장터길 104,5일,경북 울진군 북변면 부구리135,22,온누리상품권,Y,Y,1982,2015-12-31
울진시장,상설+정기,경상북도 울진군 울진읍 읍내1길 18,5일,경북 울진군 울진읍 읍내리 60-1,246,온누리상품권,Y,Y,2008,2015-12-31
죽변시장,상설+정기,경상북도 울진군 죽변면 죽변리 36-8,5일,경북 울진군 죽변면 죽변리36-8,63,온누리상품권,Y,Y,2007,2015-12-31
평해시장,상설+정기,경상북도 울진군 평해면 평해리 78-1,5일,경북 울진군 평해면 평해리87-1,29,온누리상품권,Y,Y,2014,2015-12-31
후포시장,상설+정기,경상북도 울진군 후포면 삼율리 126,5일,경북 울진군 후포면 삼율리126,108,온누리상품권,Y,Y,2007,2015-12-31
금성시장,정기,경상북도 의성군 금성면 탑리1길 39,5일,경북 의성군 금성면 산운리 644-2,33,,Y,Y,2007,2015-12-31
다인시장,정기,경상북도 의성군 다인면 다인장길 21-4,5일,경북 의성군 서릉리 167-1,59,,Y,Y,,2015-12-31
단촌정기시장,정기,경상북도 의성군 단촌면 장터길 15,5일,경북 의성군 단촌면 하화리 1097-9,23,,Y,N,2015,2015-12-31
봉양시장,정기,경상북도 의성군 봉양면 도리원 6길 4,5일,경북 의성군 봉양면 화전리 95-4,20,온누리상품권,Y,N,2010,2015-12-31
의성염매시장,상설,경상북도 의성군 의성읍 염매시장길 11,상설,경북 의성군 의성읍 후죽리 628-10,45,온누리상품권,Y,Y,2009,2015-12-31
의성공설재래시장,정기,경상북도 의성군 의성읍 전통시장 2길 11-9,5일,경북 의성군 의성읍 도동리 966,124,온누리상품권,Y,Y,2012,2015-12-31
안계공설시장,정기,경상북도 의성군안계면용기2길7-4,5일,경북 의성군 안계면 용기리 467-1,99,온누리상품권,Y,Y,2009,2015-12-31
동곡공설시장,정기,경상북도 청도군 금천면 금천로 41-2,5일,경북 청도군 금천면 동곡리776,60,,Y,Y,2005,2015-12-31
이서공설시장,정기,경상북도 청도군 이서면 학산1길 51,5일,경북 청도군 이서면 학산리 579-2,23,,Y,Y,2007,2015-12-31
청도공설시장,정기,경상북도 청도군 청도읍 청도시장1길 23-12,5일,경북 청도군 청도읍 고수리778,184,온누리상품권,Y,Y,1912,2015-12-31
풍각공설시장,정기,경상북도 청도군 풍각면 송서7길 5,5일,경북 청도군 풍각면 송서리552,66,온누리상품권,Y,Y,2012,2015-12-31
부남시장,정기,경상북도 청송군 부남면 대전로 146-5,5일,경북 청송군 부남면 대전리64,43,온누리상품권,Y,N,2000,2015-12-31
진보시장,상설+정기,경상북도 청송군 진보면 진안남2길 16-16,5일,경북 청송군 진보면 진안리113-1,78,온누리상품권,Y,Y,2009,2015-12-31
청송시장,상설+정기,경상북도 청송군 청송읍 현충로106,5일,경북 청송군 청송읍 월막리423-1외 18필지,7,온누리상품권,Y,Y,2008,2015-12-31
도평시장,상설+정기,경상북도 청송군 현동면 도평2길 19,5일,경북 청송군 현동면 도평리839-3,26,온누리상품권,Y,N,,2015-12-31
화목시장,정기,경상북도 청송군 현서면 구신북로57,5일,경북 청송군 현서면 구산리100-14,7,,Y,N,,2015-12-31
약목시장,정기,경상북도 칠곡군 약목면 약목리길 5-1,5일,경북 칠곡군 약목면 복성리 949-1,18,,Y,N,2005,2015-12-31
왜관시장,상설+정기,경상북도 칠곡군 왜관읍 중앙로 3길 6-5,5일,경북 칠곡군 왜관읍 왜관리211,108,온누리상품권,Y,Y,2013,2015-12-31
구룡포시장,상설+정기,경상북도 포항시 남구 구룡포읍 호미로 221번길 15,5일,경북 포항시 구룡포읍 구룡포리 963-2,107,온누리상품권,Y,N,2014,2015-12-31
해도5(형산)시장,상설,경상북도 포항시 남구 대도동 143-1,상설,경북 포항시 대도동 143-1 ,43,,Y,N,2008,2015-12-31
영남시장,상설,경상북도 포항시 남구 동해면 일월로 150,상설,경북 포항시 동해면 약전리 436-3,57,온누리상품권,Y,N,2012,2015-12-31
도구시장(구동해시장),정기,경상북도 포항시 남구 동해면 일월로 56번길 13,5일,경북 포항시 동해면 도구리668-1,14,,Y,N,2013,2015-12-31
남부시장,상설,경상북도 포항시 남구 상노동629,상설,경북 포항시 상도동 629,63,온누리상품권,Y,Y,2007,2015-12-31
송도시장,상설,경상북도 포항시 남구 송림로35,상설,경북 포항시 송도동 440-6,38,,Y,Y,,2015-12-31
상대종합시장,상설,경상북도 포항시 남구 양학천로 76번길 13,상설,경북 포항시 상도동 1-12,44,,Y,N,2009,2015-12-31
연일전통시장,상설+정기,경상북도 포항시 남구 연일읍 연일로 159번길 46,5일,경북 포항시 연일읍 생지리 194-1,146,온누리상품권,N,N,2011,2015-12-31
오천삼광시장,상설,경상북도 포항시 남구 오천읍 정몽주로 679번길 3,상설,경북 포항시 오천읍 구정리34-5,60,온누리상품권,Y,N,2011,2015-12-31
오천시장,상설+정기,경상북도 포항시 남구 오천읍 해병로 307번길 26-3,5일,경북 포항시 남구오천읍 세계리 823-4,78,온누리상품권,Y,Y,2011,2015-12-31
포항운하송림시장,상설,경상북도 포항시 남구 운하로 36번길 7,상설,경북 포항시 송도동 493-11,44,온누리상품권,Y,N,2014,2015-12-31
장기시장,정기,경상북도 포항시 남구 장기면 읍내길 61번길 247,5일,경북 포항시 장기면 임중리 333-2,12,,Y,Y,,2015-12-31
동해종합시장,상설,경상북도 포항시 남구 중앙로 134번길 27,상설,경북 포항시 해도동 435-2,141,온누리상품권,Y,Y,2008,2015-12-31
큰동해시장,상설,경상북도 포항시 남구 중앙로 146번길 30,상설,경북 포항시 해도동 435-31 ,114,온누리상품권,Y,Y,2008,2015-12-31
대해종합시장,상설,경상북도 포항시 남구 해노동288-56,상설,경북 포항시 해도동 79-1,74,,Y,Y,2009,2015-12-31
효자시장,상설,경상북도 포항시 남구 효자동길 8번길 10,상설,경북 포항시 효자동 253-94,254,온누리상품권,Y,Y,2013,2015-12-31
기계시장,정기,경상북도 포항시 북구 기계면 현내리 1동,5일,경북 포항시 기계면 현내리386-2,30,,Y,N,,2015-12-31
북부시장,상설,경상북도 포항시 북구 대신동 63-16,상설,경북 포항시 대신동 63-16,161,온누리상품권,Y,N,1985,2015-12-31
한라종합시장,상설,경상북도 포항시 북구 대안길 57,상설,경북 포항시 북구 용흥동 357-1,29,온누리상품권,Y,N,2011,2015-12-31
중앙상가,상설,경상북도 포항시 북구 불종로 44,상설,경북 포항시 대흥동 732-14,1073,온누리상품권,N,Y,2012,2015-12-31
장성종합시장,상설,경상북도 포항시 북구 성실로 16,상설,경북 포항시 북구 장성동 866-301,28,,Y,N,,2015-12-31
신광시장,정기,경상북도 포항시 북구 신광면 토성리 337,5일,경북 포항시 신광면 토성리337,8,,N,N,,2015-12-31
용흥시장,상설,경상북도 포항시 북구 용흥동 366,상설,경북 포항시 용흥동 366,53,,Y,N,,2015-12-31
그린종합시장,상설,경상북도 포항시 북구 장성1352-1,상설,경북 포항시 장성동 1352-1,29,,Y,Y,1999,2015-12-31
장량시장,상설,경상북도 포항시 북구 장성동 866-302,상설,경북 포항시 장성동 866-302,24,온누리상품권,Y,N,2013,2015-12-31
죽도농산물시장,상설,경상북도 포항시 북구 죽도시장7길 7-4,상설,경북 포항시 죽도동 5-22 ,653,온누리상품권,Y,Y,2012,2015-12-31
죽도시장,상설,경상북도 포항시 북구 죽도시장길 4-7,상설,경북 포항시 북구죽도동 2-586 ,651,온누리상품권,Y,Y,1971,2015-12-31
죽도어시장,상설,경상북도 포항시 북구 죽도시장길 4-7,상설,경북 포항시 죽도동 568-8,94,온누리상품권,Y,Y,2012,2015-12-31
죽장시장,정기,경상북도 포항시 북구 죽장면 임암리 새마을로 3619-4,5일,경북 포항시 죽장면 입암리 858-34,20,,Y,N,,2015-12-31
두호1시장,상설,경상북도 포항시 북구 창포동 630,상설,경북 포항시 창포동 630,39,온누리상품권,Y,Y,1996,2015-12-31
청하시장,정기,경상북도 포항시 북구 청하면 미남리 382-3,5일,경북 포항시 청하면 미남리382-3,13,,Y,N,2009,2015-12-31
양학시장,상설,경상북도 포항시 북구 학잠동 83,상설,경북 포항시 학잠동 83,52,온누리상품권,Y,N,2012,2015-12-31
환호그린빌시장,상설,경상북도 포항시 북구 환호공원길 15,상설,경북 포항시 북구 환호동 377-5,18,온누리상품권,Y,Y,1986,2015-12-31
흥해시장,상설+정기,경상북도 포항시 북구 흥해읍 성내리 63,5일,경북 포항시 흥해읍 성내리 61-2,131,온누리상품권,Y,Y,2006,2015-12-31
비아5일시장,정기,광주광역시 광산구 비아 충앙로 26-1,5일,광주 광산구 비아동 83-5,61,온누리상품권,Y,Y,2006,2015-12-31
송정매일시장,상설,광주광역시 광산구 송정동 813-1,상설,광주 광산구 송정동 813-1,39,온누리상품권,Y,Y,2009,2015-12-31
송정5일시장,정기,광주광역시 광산구 송정동 884-1,5일,광주 광산구 송정동 884-1,140,온누리상품권,Y,Y,1989,2015-12-31
송정역전매일시장,상설,광주광역시 광산구 송정로 8번길 13,상설,광주 광산구 송정동 990-18,67,온누리상품권,Y,Y,1985,2015-12-31
우산매일시장,상설,광주광역시 광산구 우산동,상설,"광주 광산구 우산동 1577-2~6, 1578-1~6번지 일원",55,온누리상품권,Y,N,2010,2015-12-31
월곡시장,상설,광주광역시 광산구 월곡동 687-3,상설,광주 광산구 월곡동 687-3,65,온누리상품권,Y,Y,2010,2015-12-31
무등시장,상설,광주광역시 남구 군분로 27(주월동),상설,광주 남구 주월동 971-107,67,온누리상품권,Y,Y,2012,2015-12-31
봉선시장,상설,광주광역시 남구 봉선 중앙로 91번길,상설,광주 남구 봉선동 997-1,63,온누리상품권,Y,Y,2013,2015-12-31
남광주해뜨는시장,상설,광주광역시 동구 제봉로 17번길 13-6,상설,광주 동구 학동 74-14,61,온누리상품권,Y,Y,2014,2015-12-31
대인시장,상설,광주광역시 동구 제봉로 194번길 10,상설,광주 동구 대인동 310-9,422,온누리상품권,Y,Y,1959,2015-12-31
산수시장,상설,광주광역시 동구 필문대로 206번길 6-38,상설,광주 동구 산수동 560-1,84,온누리상품권,N,N,2014,2015-12-31
두암시장,상설,광주광역시 북구 금녕길 23,상설,광주 북구 두암동 856-5,38,온누리상품권,Y,Y,1981,2015-12-31
운암시장,상설,광주광역시 북구 대자로 87,상설,광주 북구 운암2동 94-7,105,온누리상품권,Y,Y,1980,2015-12-31
서방시장,상설,광주광역시 북구 동문대로 14,상설,광주 북구 풍향동 602-10,80,온누리상품권,Y,N,,2015-12-31
말바우시장,상설+정기,광주광역시 북구 서방로 81번길 27,2일,광주 북구 우산동 190-1,558,온누리상품권,Y,Y,1970,2015-12-31
동부시장,상설,광주광역시 북구 중문로 9번길 39,상설,광주 북구 중흥 272-6,37,온누리상품권,Y,N,2010,2015-12-31
중흥시장,상설,광주광역시 북구 중흥로 154,상설,광주 북구 중흥동 684,16,,Y,N,,2015-12-31
양동경열로시장,상설,광주광역시 서구 경열로 144,상설,광주 서구 양동 307-46,74,온누리상품권,Y,Y,2012,2015-12-31
양동수산전통시장,상설,광주광역시 서구 양동 5-254,상설,광주 서구 양동 5-254,100,온누리상품권,Y,Y,2008,2015-12-31
양동복개상가,상설,광주광역시 서구 양동 복개상가,상설,광주 서구 양동 441,281,온누리상품권,Y,Y,2004,2015-12-31
광주양동시장,상설,광주광역시 서구 천변좌로 238,상설,광주 서구 양동 5-101,314,온누리상품권,Y,Y,2005,2015-12-31
양동건어물시장,상설,광주광역시 서구 천변좌로 254번길 6,상설,광주 서구 양동 5-41,59,온누리상품권,Y,Y,2006,2015-12-31
양동닭전길시장,상설,광주광역시 서구 천변좌로 262번길 4(양동),상설,광주 서구 양동 5,150,온누리상품권,Y,Y,1997,2015-12-31
양동산업용품시장,상설,광주광역시 서구 천변좌로 294,상설,광주 서구 양동 135-1,231,온누리상품권,Y,Y,1996,2015-12-31
화정동서부시장,상설,광주광역시 서구 화운로 156번길 24-1,상설,광주 서구 화정동 783-5,78,온누리상품권,N,N,2012,2015-12-31
남광주시장,상설,광주광역시 제봉로17번길 13-6,상설,광주  동구 학동 55-57,166,온누리상품권,Y,Y,2009,2015-12-31
대명중앙시장,상설,대구광역시 남구 대명동 1040,상설,대구 남구 봉덕동 1040,38,온누리상품권,Y,N,2007,2015-12-31
관문상가시장,상설,대구광역시 남구 대명동 1157-10,상설,대구 남구 대명동 1157-10,253,온누리상품권,Y,Y,2005,2015-12-31
관문시장,상설,대구광역시 남구 대명동 1157-10,상설,대구 남구 대명동 1160,48,,Y,Y,,2015-12-31
대명신시장,상설,대구광역시 남구 대명동 1374-54,상설,대구 남구 대명동 2282-2,105,온누리상품권,Y,Y,2011,2015-12-31
명덕시장,상설,대구광역시 남구 대명동 139-1,상설,대구 남구 대명동 139-1,54,온누리상품권,Y,N,2007,2015-12-31
대명시장,상설,대구광역시 남구 대명동 1395-56,상설,대구 남구 대명동 2276-5,151,온누리상품권,Y,N,1975,2015-12-31
영선신시장,상설,대구광역시 남구 대명동 2014-204,상설,대구 남구 대명동 2014-204,97,온누리상품권,Y,N,2006,2015-12-31
성당시장,상설,대구광역시 남구 대명동 3023-23,상설,대구 남구 대명동 3023-23,194,온누리상품권,Y,Y,2006,2015-12-31
광덕시장,상설,대구광역시 남구 대명동 460,상설,대구 남구 대명동 460,74,온누리상품권,Y,N,2012,2015-12-31
남부시장,상설,대구광역시 남구 대명동 797,상설,대구 남구 대명동 797,83,온누리상품권,Y,N,2006,2015-12-31
안지랑시장,상설,대구광역시 남구 대명동 872,상설,대구 남구 대명동 872,94,온누리상품권,Y,Y,2007,2015-12-31
봉덕시장,상설,대구광역시 남구 봉덕동 961,상설,대구 남구 봉덕동 961,83,온누리상품권,Y,Y,2006,2015-12-31
봉덕신시장,상설,대구광역시 남구 봉덕동 97-80,상설,대구 남구 봉덕동 955-80,243,온누리상품권,Y,N,2006,2015-12-31
성서보성화성상가,상설,대구광역시 달서구 계대동문로 99,상설,대구 달서구 이곡동 1191,28,,Y,N,2007,2015-12-31
달서송림시장,상설,대구광역시 달서구 구마로 176,상설,대구 달서구 본동 225-1,66,,Y,Y,1992,2015-12-31
용산종합큰시장,상설,대구광역시 달서구 달구벌대로 301길 187-11,상설,대구 달서구 용산동 933,54,온누리상품권,Y,N,2010,2015-12-31
서남시장,상설,대구광역시 달서구 달구벌대로 329길 17,상설,대구 달서구 감삼동 55-5,123,온누리상품권,Y,N,2009,2015-12-31
서남신시장,상설,대구광역시 달서구 달구벌대로9길 32,상설,대구 달서구 감삼동 56-18,106,온누리상품권,Y,Y,2005,2015-12-31
두류종합시장,상설,대구광역시 달서구 당산동길 9,상설,대구 달서구 성당동 704-5,142,온누리상품권,Y,Y,2006,2015-12-31
달서시장,상설,대구광역시 달서구 당산로 35,상설,대구 달서구 본리동 145-2,193,온누리상품권,Y,N,2006,2015-12-31
도원시장,상설,대구광역시 달서구 도원도동길 8,상설,대구 달서구 도원동 1437-1,51,온누리상품권,Y,N,2007,2015-12-31
대곡시장,상설,대구광역시 달서구 도원로 24,상설,대구 달서구 도원동 1432,63,온누리상품권,Y,N,2007,2015-12-31
서대구시장,상설,대구광역시 달서구 명덕로2길 30,상설,대구 달서구 두류동 1216-1,18,온누리상품권,Y,N,2013,2015-12-31
대구대동시장,상설,대구광역시 달서구 상원로 22-24,상설,대구 달서구 상인동 1472-1,72,온누리상품권,Y,N,2007,2015-12-31
상원시장,상설,대구광역시 달서구 상인로 9,상설,대구 달서구 상인동 1582-4,73,온누리상품권,N,N,2008,2015-12-31
상인영남상가,상설,대구광역시 달서구 상인서로 76,상설,대구 달서구 상인동 1517,33,,Y,N,1992,2015-12-31
성서와룡시장,상설,대구광역시 달서구 성서서로 347-1,상설,대구 달서구 신당동 1763-9,186,온누리상품권,Y,N,1994,2015-12-31
송현주공시장,상설,대구광역시 달서구 송현로 12안길 38,상설,대구 달서구 송현동 1948-3,43,온누리상품권,Y,Y,2009,2015-12-31
송경종합시장,상설,대구광역시 달서구 앞산순환로 49길 73,상설,대구 달서구 송현동 1941-3,63,,Y,N,1988,2015-12-31
신내당시장,상설,대구광역시 달서구 야외음악당로 39길 62,상설,대구 달서구 두류동 486-1,87,,Y,N,1977,2015-12-31
대구예전우시장,상설,대구광역시 달서구 야외음악당로 47길 111,상설,대구 달서구 두류동 136-6,73,,Y,N,2012,2015-12-31
성서용산시장,상설,대구광역시 달서구 용산동 442-8,상설,대구 달서구 용산동 421-1,149,온누리상품권,N,N,2009,2015-12-31
보성은하상가,상설,대구광역시 달서구 월곡로 320,상설,대구 달서구 상인동 42,30,,Y,Y,1994,2015-12-31
월배시장,상설,대구광역시 달서구 월배로 24길 13,상설,대구 달서구 진천동 241-3,174,온누리상품권,Y,Y,2006,2015-12-31
월배신시장,상설,대구광역시 달서구 월배로 28안길 54,상설,대구 달서구 진천동 239-23 외13필지,52,온누리상품권,Y,N,2013,2015-12-31
월성청구시장,상설,대구광역시 달서구 학산로 17,상설,대구 달서구 월성동 89-2,71,온누리상품권,Y,Y,2006,2015-12-31
논공중앙시장,상설,대구광역시 달성군 논공읍 용호로 2길 12,상설,대구 달성군 논공읍 북리 824-35,54,온누리상품권,Y,N,2010,2015-12-31
현풍공설시장,상설+정기,대구광역시 달성군 현풍면 현풍로 6길 5,5일,대구 달성군 현풍면 원교리12-1,80,온누리상품권,Y,Y,2014,2015-12-31
